100,0,0
200,0,0
300,0,0
400,0,0
500,0,0
600,0,0
700,0,0
800,0,0
900,0,0
1000,0,0
1100,1,0
1200,1,0
1300,1,1
1400,1,1
1500,1,1
1600,1,1
1700,1,1
1800,1,1
1900,1,1
2000,1,1
2100,1,1
2200,1,1
2300,1,1
2400,1,1
2500,1,1
2600,1,1
2700,1,1
2800,1,1
2900,1,1
3000,1,1
3100,1,1
3200,1,1
3300,1,1
3400,1,1
3500,1,1
3600,1,1
3700,1,1
3800,1,1
3900,1,1
4000,1,1
4100,2,1
4200,2,1
4300,2,2
4400,2,2
4500,2,2
4600,2,2
4700,2,2
4800,2,2
4900,2,2
5000,2,2
5100,2,2
5200,2,2
5300,2,2
5400,2,2
5500,3,2
5600,4,2
5700,5,2
5800,5,4
5900,5,4
6000,5,5
6100,5,5
6200,5,5
6300,5,5
6400,5,5
6500,5,5
6600,5,5
6700,5,5
6800,5,5
6900,5,5
7000,5,5
7100,6,5
7200,6,5
7300,6,5
7400,6,6
7500,6,6
7600,6,6
7700,6,6
7800,6,6
7900,6,6
8000,6,6
8100,6,6
8200,6,6
8300,6,6
8400,6,6
8500,6,6
8600,6,6
8700,7,6
8800,7,6
8900,7,6
9000,7,6
9100,7,7
9200,7,7
9300,7,7
9400,7,7
9500,7,7
9600,7,7
9700,7,7
9800,7,7
9900,7,7
10000,7,7
10100,7,7
10200,7,7
10300,7,7
10400,7,7
10500,8,7
10600,8,7
10700,8,7
10800,8,7
10900,8,7
11000,9,8
11100,9,8
11200,10,8
11300,10,8
11400,10,8
11500,10,10
11600,10,10
11700,10,10
11800,10,10
11900,10,10
12000,10,10
12100,10,10
12200,10,10
12300,10,10
12400,10,10
12500,10,10
12600,10,10
12700,11,10
12800,11,10
12900,11,10
13000,11,10
13100,11,11
13200,11,11
13300,11,11
13400,11,11
13500,11,11
13600,11,11
13700,11,11
13800,12,11
13900,12,11
14000,12,11
14100,12,11
14200,12,11
14300,12,11
14400,12,11
14500,12,12
14600,12,12
14700,12,12
14800,12,12
14900,11,11
15000,11,11
15100,11,11
15200,11,11
15300,11,11
15400,11,11
