0,-677,-59,0
1,-688,6,0
2,-683,39,0
3,-673,80,0
4,-217,-219,0
5,-180,-160,0
6,-553,-22,0
10,-319,224,0
11,-287,173,0
12,-257,135,0
13,-231,104,0
14,-181,50,0
15,-154,21,0
16,-132,-6,0
17,-752,-380,0
18,-671,-386,0
19,-555,-403,0
20,-335,-177,0
21,-369,-152,0
22,-155,-313,0
23,-132,-371,0
24,-79,-460,0
25,-286,-115,0
26,-313,-149,0
27,-362,-210,0
28,-660,-127,0
29,-645,-193,0
30,-477,-51,0
31,-417,-82,0
32,-312,-251,0
33,-653,-246,0
34,-628,-110,0
35,-596,-139,0
36,-542,-183,0
37,-507,-177,0
38,-320,-567,0
39,-340,-647,0
40,330,-378,0
41,283,-376,0
42,237,-391,0
43,186,-387,0
44,-111,-577,0
45,-196,-577,0
46,-281,-414,0
47,-324,-435,0
48,-362,-459,0
49,-392,-526,0
50,280,60,0
51,243,54,0
52,191,42,0
53,152,65,0
54,124,97,0
55,88,149,0
56,65,180,0
57,-404,-330,0
58,-494,242,0
59,-459,193,0
60,-446,160,0
61,-421,89,0
62,-397,24,0
63,-361,-37,0
64,-348,-110,0
65,-118,-703,0
66,-147,-675,0
67,-207,-624,0
68,-272,-572,0
69,-324,-508,0
70,-412,-404,0
71,-451,-357,0
72,-476,-314,0
73,-488,-267,0
74,-500,-217,0
75,-496,-123,0
76,-493,-85,0
77,-442,6,0
78,-342,45,0
79,-291,61,0
80,-64,3,0
81,-70,-32,0
82,-284,-353,0
83,-208,-396,0
84,-615,-23,0
85,-646,-35,0
86,-707,-83,0
87,-741,-112,0
88,-646,-303,0
89,581,-424,0
90,454,-399,0
91,394,-390,0
92,170,-347,0
93,-46,-306,0
94,-114,-233,0
95,-245,-82,0
96,533,-15,0
97,422,-33,0
98,315,-53,0
99,212,-75,0
100,175,-73,0
101,112,-69,0
102,48,-59,0
103,-22,-56,0
104,217,-136,0
105,192,-208,0
106,180,-271,0
107,-368,-398,0
108,-421,-666,0
109,-385,-622,0
110,-256,-609,0
111,-245,-676,0
112,-279,-732,0
113,-327,-733,0
114,-396,-741,0
115,-292,-613,0
116,-303,-659,0
117,-340,-775,0
118,-274,-248,0
119,-256,-289,0
120,-229,-335,0
121,-214,-364,0
122,-201,-457,0
123,-192,-541,0
124,-443,-100,0
125,-779,-51,0
126,-739,16,0
127,-30,-643,0
128,-610,-424,0
129,-592,-473,0
130,-615,-520,0
131,-673,-499,0
132,128,7,0
133,-358,-335,0
134,-571,7,0
135,-557,53,0
136,-463,74,0
137,-482,129,0
138,-490,180,0
139,-264,-475,0
140,10,8,0
141,-15,50,0
142,268,-272,0
143,302,-278,0
144,339,-300,0
145,-48,-227,0
146,92,-207,0
147,-411,-606,0
148,-363,-545,0
149,-380,-71,0
150,-428,-136,0
151,-404,-181,0
152,237,-208,0
153,341,-208,0
154,468,-185,0
155,535,-214,0
156,599,-256,0
157,-675,-294,0
158,-457,-570,0
159,-494,-550,0
160,-469,-518,0
161,-455,-490,0
162,-483,22,0
163,-525,40,0
164,-601,61,0
165,-630,70,0
166,-30,-125,0
167,-451,-199,0
168,5,-461,0
169,-76,-496,0
170,-78,-537,0
171,588,-134,0
172,496,-127,0
173,452,-129,0
174,389,-138,0
175,330,-136,0
176,165,-140,0
177,135,-134,0
178,88,-128,0
179,5,-129,0
180,-299,-299,0
181,-538,-108,0
182,56,-419,0
183,7,-423,0
184,-28,-384,0
185,-63,-380,0
186,-606,-259,0
187,-575,-288,0
188,-508,-381,0
189,-488,-434,0
190,-446,-425,0
191,-207,-756,0
192,-246,-743,0
193,-456,-621,0
194,-488,-616,0
195,-200,-51,0
196,-230,-27,0
197,-268,3,0
198,-70,-662,0
199,10,268,0
200,38,326,0
202,-1024,-347,0
203,-997,-293,0
204,-960,-273,0
205,-921,-267,0
206,-874,-268,0
207,-796,-277,0
208,-738,-288,0
209,-419,-274,0
210,-339,83,0
211,-709,-180,0
212,-724,-143,0
213,-568,-67,0
214,-366,-289,0
215,0,-343,0
216,44,-357,0
217,78,-365,0
218,138,-378,0
219,-471,-159,0
220,-93,-663,0
221,-110,-628,0
222,-144,-539,0
223,216,-575,0
224,106,-588,0
225,60,-602,0
226,-756,-447,0
227,-305,-21,0
228,190,-427,0
229,94,-469,0
230,48,-465,0
231,-486,52,0
232,-507,82,0
233,-532,118,0
234,-529,173,0
236,56,17,0
237,43,47,0
238,53,109,0
240,73,-521,0
241,-862,-621,0
242,-816,-644,0
243,-780,-601,0
244,-741,-584,0
245,-261,-535,0
246,-279,-51,0
247,-395,144,0
248,-430,209,0
249,-497,-478,0
250,-508,-519,0
251,-488,-582,0
252,-481,-663,0
253,-440,-704,0
254,-265,-804,0
255,-405,-111,0
256,-146,-163,0
257,-146,-102,0
258,-99,-175,0
259,-40,-182,0
260,-182,-708,0
261,245,-533,0
262,230,-486,0
263,213,-460,0
269,-713,-565,0
270,-694,-541,0
271,-168,-262,0
272,-192,-237,0
273,-20,3,0
274,96,13,0
275,160,-26,0
276,-48,-602,0
277,-341,273,0
278,-347,319,0
279,-351,368,0
280,-84,-116,0
281,138,-275,0
282,105,-282,0
283,9,-287,0
284,-644,-453,0
285,-415,-30,0
286,-510,279,0
287,-210,-816,0
